1210,0,4312
1218,0,4365
1370,0,4365
1234,0,4403
1250,0,4461
1266,0,4477
1290,0,4518
1426,0,4518
1298,0,4528
1442,0,4537
1314,0,4560
1458,0,4560
1338,0,4628
1474,0,4628
1346,0,4696
1490,0,4696
1498,0,4727
1354,0,4769
1362,0,4800
1378,0,4807
1530,0,4807
1534,4,4807
1386,0,4888
1546,0,4888
1394,0,4936
1562,0,4936
1402,0,4964
1578,0,4964
1586,0,5011
1410,0,5046
1602,0,5085
1418,0,5109
1610,0,5109
1434,0,5150
1626,0,5176
1450,0,5186
1466,0,5272
1658,0,5272
1482,0,5341
1506,0,5349
1682,0,5349
1698,0,5421
1514,0,5455
1714,0,5502
1722,0,5522
1522,0,5547
1730,0,5547
1538,0,5614
1554,0,5619
1754,0,5619
1570,0,5654
1594,0,5664
1618,0,5711
1794,0,5801
1634,0,5825
1810,0,5852
1818,0,5898
1642,0,5966
1650,0,5966
1666,0,5983
1674,0,6006
1858,0,6006
1690,0,6068
1874,0,6068
1882,0,6109
1890,0,6116
1706,0,6135
1898,0,6135
1738,0,6183
1746,0,6228
1762,0,6249
1922,0,6249
1930,0,6298
1938,0,6301
1770,0,6312
1946,0,6312
1954,0,6316
1778,0,6361
1786,0,6401
1978,0,6401
1802,0,6409
1826,0,6467
1834,0,6493
2034,0,6501
1842,0,6538
1850,0,6580
2058,0,6580
1866,0,6612
1906,0,6642
1914,0,6665
2088,6,6665
1962,0,6714
2098,0,6714
1970,0,6716
2114,0,6765
2130,0,6818
1986,0,6820
1994,0,6820
2146,0,6838
2002,0,6891
2178,0,6901
2186,0,6927
2194,0,6941
2010,0,6943
2226,0,7041
2018,0,7055
2026,0,7055
2234,0,7055
2042,0,7064
2050,0,7132
2066,0,7174
2074,0,7209
2082,0,7298
2290,0,7298
2298,0,7318
2306,0,7335
2090,0,7381
2106,0,7424
2122,0,7424
2138,0,7424
2154,0,7430
2162,0,7441
2170,0,7486
2354,0,7486
2202,0,7564
2370,0,7564
2210,0,7596
2218,0,7625
2242,0,7646
2394,0,7646
2250,0,7651
2258,0,7676
2266,0,7676
2274,0,7711
2418,0,7711
2426,0,7761
2442,0,7809
2282,0,7830
2314,0,7830
2450,0,7830
2458,0,7867
2474,0,7913
2322,0,7954
2482,0,7954
2498,0,7979
2514,0,8014
2330,0,8051
2522,0,8051
2338,0,8083
2538,0,8112
2346,0,8137
2554,0,8137
2362,0,8192
2378,0,8201
2386,0,8223
2402,0,8253
2410,0,8253
2434,0,8255
2466,0,8323
2618,0,8323
2626,0,8340
2634,0,8377
2490,0,8406
2642,0,8406
2650,0,8417
2506,0,8463
2530,0,8476
2674,0,8476
2546,0,8517
2562,0,8547
2570,0,8555
2578,0,8603
2714,0,8603
2586,0,8611
2594,0,8677
2602,0,8677
2754,0,8701
2610,0,8744
2658,0,8764
2666,0,8810
2682,0,8810
2794,0,8816
2690,0,8848
2802,0,8848
2698,0,8912
2706,0,8913
2842,0,8929
2722,0,8934
2850,0,8934
2858,0,8971
2730,0,9046
2738,0,9053
2746,0,9094
2762,0,9094
2770,0,9149
2778,0,9162
2786,0,9162
2810,0,9176
2938,0,9211
2954,0,9230
2818,0,9237
2970,0,9266
2826,0,9303
2986,0,9309
2834,0,9356
2866,0,9383
3010,0,9383
3018,0,9424
3042,0,9482
2874,0,9491
3066,0,9538
2882,0,9569
3074,0,9569
2890,0,9592
2898,0,9592
3090,0,9611
2906,0,9645
2914,0,9645
3106,0,9670
3114,0,9699
2922,0,9725
3122,0,9725
2930,0,9729
3130,0,9729
2946,0,9752
3138,0,9752
2962,0,9770
2978,0,9770
2994,0,9871
3002,0,9871
3026,0,9917
3178,0,9917
3034,0,9958
3050,0,9958
3194,0,9996
3058,0,10046
3210,0,10048
3218,0,10095
3226,0,10129
3082,0,10179
3098,0,10179
3242,0,10201
3146,0,10223
3154,0,10299
3266,0,10299
3274,0,10322
3162,0,10335
3282,0,10335
3170,0,10391
3186,0,10455
3314,0,10455
3322,0,10490
3202,0,10515
3338,0,10549
3234,0,10562
3346,0,10562
3250,0,10578
3258,0,10603
3378,0,10649
3386,0,10658
3394,0,10661
3290,0,10684
3298,0,10684
3418,0,10776
3306,0,10821
3330,0,10828
3450,0,10858
3458,0,10878
3466,0,10908
3354,0,10913
3362,0,10913
3490,0,10963
3498,0,10973
3370,0,10980
3402,0,10980
3514,0,10989
3410,0,11013
3522,0,11013
3426,0,11049
3434,0,11088
3442,0,11088
3474,0,11088
3482,0,11092
3546,0,11092
3562,0,11182
3506,0,11209
3530,0,11262
3538,0,11269
3610,0,11312
3618,0,11326
3554,0,11359
3570,0,11375
3578,0,11456
3586,0,11473
3594,0,11510
3602,0,11541
3682,0,11546
3626,0,11586
3698,0,11635
3634,0,11638
3642,0,11680
3650,0,11714
3658,0,11723
3730,0,11723
3738,0,11761
3754,0,11823
3666,0,11825
3674,0,11881
3690,0,11923
3706,0,11923
3714,0,11940
3722,0,11981
3802,0,11981
3810,0,11992
3746,0,12044
3762,0,12062
3834,0,12062
3842,0,12074
3770,0,12122
3778,0,12163
3786,0,12245
3874,0,12245
3794,0,12262
3818,0,12275
3898,0,12297
3826,0,12328
3850,0,12328
3914,0,12366
3858,0,12400
3866,0,12428
3938,0,12443
3946,0,12473
3882,0,12507
3890,0,12571
3986,0,12574
3994,0,12622
4002,0,12654
4010,0,12703
4018,0,12706
3906,0,12792
4050,0,12805
3922,0,12860
4074,0,12881
3930,0,12926
4090,0,12936
3954,0,12977
3962,0,13051
4114,0,13051
4122,0,13091
3970,0,13129
3978,0,13144
4026,0,13157
4034,0,13247
4162,0,13247
4170,0,13262
4178,0,13264
4042,0,13267
4186,0,13267
4194,0,13314
4058,0,13339
4066,0,13395
4082,0,13395
4234,0,13438
4098,0,13453
4106,0,13487
4130,0,13522
4138,0,13575
4274,0,13575
4290,0,13594
4306,0,13603
4314,0,13611
4146,0,13673
4154,0,13685
4202,0,13685
4210,0,13709
4218,0,13742
4226,0,13761
4242,0,13775
4386,0,13793
4250,0,13812
4402,0,13821
4410,0,13853
4258,0,13882
4266,0,13925
4442,0,13925
4450,0,13974
4282,0,13992
4466,0,14039
4474,0,14067
4298,0,14111
4322,0,14136
4330,0,14152
4522,0,14170
4338,0,14219
4546,0,14256
4554,0,14280
4562,0,14306
4570,0,14346
4346,0,14384
4354,0,14404
4362,0,14404
4370,0,14424
4378,0,14437
4610,0,14468
4394,0,14493
4418,0,14541
4426,0,14590
4434,0,14651
4650,0,14651
4658,0,14679
4458,0,14697
4674,0,14736
4682,0,14773
4690,0,14816
4482,0,14824
4490,0,14864
4498,0,14893
4506,0,14893
4714,0,14893
4514,0,14903
4530,0,14915
4738,0,14921
4538,0,14967
4578,0,14983
4762,0,14983
4770,0,14994
4778,0,15027
4786,0,15028
4794,0,15078
4586,0,15138
4818,0,15138
4594,0,15177
4602,0,15251
4618,0,15251
4626,0,15264
4634,0,15267
4874,0,15313
4642,0,15375
4898,0,15401
4666,0,15420
4698,0,15453
4706,0,15498
4922,0,15498
4930,0,15539
4722,0,15558
4730,0,15584
4746,0,15603
4954,0,15603
4754,0,15625
4802,0,15630
4978,0,15639
4986,0,15660
4810,0,15712
4826,0,15742
4834,0,15761
4842,0,15798
4850,0,15798
4858,0,15798
4866,0,15798
4882,0,15875
4890,0,15879
4906,0,15958
4914,0,15958
4938,0,16008
4946,0,16093
4962,0,16093
4970,0,16116
4994,0,16145
123,1,16532
131,1,16651
147,1,16680
163,1,16723
171,1,16789
179,1,16789
187,1,16797
203,1,16797
211,1,16827
219,1,16827
227,1,16831
243,1,16917
251,1,16917
259,1,16917
267,1,16947
275,1,16975
291,1,16975
299,1,16975
307,1,16975
315,1,16990
323,1,16998
331,1,16998
339,1,16998
347,1,17021
355,1,17043
363,1,17066
371,1,17123
379,1,17123
387,1,17163
395,1,17192
403,1,17212
411,1,17212
427,1,17255
435,1,17290
443,1,17290
451,1,17321
459,1,17365
467,1,17365
475,1,17430
483,1,17430
491,1,17497
499,1,17533
507,1,17568
515,1,17568
523,1,17612
531,1,17612
539,1,17638
547,1,17717
555,1,17742
563,1,17764
571,1,17766
579,1,17766
587,1,17854
595,1,17878
603,1,17923
611,1,18018
619,1,18018
627,1,18064
635,1,18064
643,1,18079
651,1,18079
659,1,18123
667,1,18169
675,1,18243
683,1,18258
691,1,18258
699,1,18273
707,1,18273
715,1,18341
723,1,18384
731,1,18409
739,1,18447
747,1,18499
755,1,18499
763,1,18499
771,1,18535
779,1,18535
787,1,18535
795,1,18535
803,1,18535
811,1,18554
819,1,18590
827,1,18590
835,1,18619
843,1,18619
851,1,18620
859,1,18684
867,1,18776
875,1,18782
883,1,18782
891,1,18795
899,1,18799
907,1,18812
915,1,18859
923,1,18889
931,1,18917
939,1,18920
947,1,18920
955,1,18922
963,1,18922
971,1,18951
979,1,18951
987,1,18994
995,1,19022
1003,1,19033
1011,1,19033
1019,1,19076
1027,1,19076
1035,1,19142
1043,1,19142
1051,1,19178
1059,1,19251
1067,1,19283
1075,1,19304
1083,1,19321
1091,1,19389
1099,1,19389
1107,1,19410
1115,1,19410
1123,1,19415
1131,1,19447
1139,1,19519
1147,1,19519
1155,1,19549
1163,1,19577
1171,1,19577
1179,1,19625
1187,1,19672
1195,1,19672
1203,1,19672
1211,1,19679
1219,1,19688
1227,1,19688
1235,1,19701
1243,1,19701
1251,1,19729
1259,1,19769
1267,1,19848
1275,1,19889
1283,1,19890
1291,1,19924
1299,1,19960
1307,1,20003
1315,1,20018
1323,1,20030
1331,1,20079
1339,1,20080
1347,1,20136
1355,1,20136
1363,1,20136
1371,1,20140
1379,1,20140
1387,1,20185
1395,1,20199
1403,1,20199
1411,1,20280
1419,1,20280
1427,1,20318
1435,1,20320
1443,1,20333
1451,1,20333
1459,1,20365
1467,1,20394
1475,1,20398
1483,1,20478
1491,1,20507
1499,1,20507
1507,1,20552
1515,1,20589
1523,1,20591
1531,1,20591
1539,1,20617
1547,1,20647
1555,1,20681
1563,1,20821
1571,1,20848
1579,1,20893
1587,1,20916
1595,1,20955
1603,1,20978
1611,1,20982
1619,1,20982
1627,1,20997
1635,1,20997
1643,1,21036
1651,1,21078
1659,1,21078
1667,1,21078
1675,1,21093
1683,1,21162
1691,1,21162
1699,1,21202
1707,1,21202
1715,1,21202
1723,1,21202
1731,1,21242
1739,1,21274
1747,1,21274
1755,1,21308
1763,1,21308
1771,1,21316
1779,1,21336
1787,1,21380
1795,1,21426
1803,1,21426
1811,1,21508
1819,1,21548
1827,1,21603
1835,1,21603
1843,1,21627
1851,1,21635
1859,1,21681
1867,1,21681
1875,1,21759
1883,1,21759
1891,1,21760
1899,1,21774
1907,1,21774
1915,1,21774
1923,1,21845
1931,1,21850
1939,1,21884
1947,1,21937
1955,1,21983
1963,1,21983
1971,1,21983
1979,1,22100
1987,1,22146
1995,1,22161
2003,1,22172
2011,1,22194
2019,1,22194
2027,1,22194
2035,1,22236
2043,1,22236
2051,1,22286
2059,1,22292
2067,1,22330
2075,1,22352
2083,1,22352
2091,1,22359
2099,1,22389
2107,1,22433
2115,1,22470
2123,1,22470
2131,1,22491
2139,1,22501
2147,1,22545
2155,1,22545
2163,1,22603
2171,1,22634
2179,1,22661
2187,1,22663
2195,1,22663
2203,1,22748
2211,1,22748
2219,1,22748
2227,1,22770
2235,1,22781
2243,1,22802
2251,1,22875
2259,1,22875
2267,1,22904
2275,1,22989
2283,1,22995
2291,1,23030
2299,1,23035
2307,1,23054
2315,1,23103
2323,1,23180
2331,1,23221
2339,1,23232
2347,1,23253
2355,1,23283
2363,1,23291
2371,1,23321
2379,1,23356
2387,1,23356
2395,1,23356
2403,1,23356
2411,1,23366
2419,1,23366
2427,1,23415
2435,1,23454
2443,1,23534
2451,1,23560
2459,1,23560
2467,1,23596
2475,1,23617
2483,1,23664
2491,1,23664
2499,1,23664
2507,1,23664
2515,1,23689
2523,1,23737
2531,1,23787
2539,1,23787
2547,1,23814
2555,1,23846
2563,1,23883
2571,1,23883
2579,1,23883
2587,1,23931
2595,1,23973
2603,1,23973
2611,1,23976
2619,1,24009
2627,1,24022
2635,1,24063
2643,1,24087
2651,1,24100
2659,1,24100
2667,1,24119
2675,1,24133
2683,1,24256
2691,1,24256
2699,1,24284
2707,1,24284
2715,1,24368
2723,1,24398
2731,1,24449
2739,1,24449
2747,1,24533
2755,1,24557
2763,1,24557
2771,1,24594
2779,1,24641
2787,1,24641
2795,1,24647
2803,1,24694
2811,1,24696
2819,1,24696
2827,1,24730
2835,1,24743
2843,1,24743
2851,1,24743
2859,1,24797
2867,1,24797
2875,1,24845
2883,1,24845
2891,1,24845
2899,1,24896
2907,1,24897
2915,1,24897
2923,1,24908
2931,1,24970
2939,1,24980
2947,1,24980
2955,1,25071
2963,1,25071
2971,1,25074
2979,1,25142
2987,1,25142
2995,1,25202
3003,1,25220
3011,1,25281
3019,1,25315
3027,1,25315
3035,1,25315
3043,1,25335
3051,1,25353
3059,1,25353
3067,1,25366
3075,1,25366
3083,1,25366
3091,1,25374
3099,1,25403
3107,1,25403
3115,1,25405
3123,1,25405
3131,1,25434
3139,1,25434
3147,1,25468
3155,1,25502
3163,1,25502
3171,1,25547
3179,1,25609
3187,1,25637
3195,1,25639
3203,1,25689
3211,1,25736
3219,1,25760
3227,1,25760
3235,1,25760
3243,1,25773
3251,1,25773
3259,1,25845
3267,1,25894
3275,1,25921
3283,1,25939
3291,1,25981
3299,1,25981
3307,1,26018
3315,1,26018
3323,1,26074
3331,1,26074
3339,1,26118
3347,1,26118
3355,1,26168
3363,1,26206
3371,1,26216
3379,1,26216
3387,1,26267
3395,1,26301
3403,1,26335
3411,1,26409
3419,1,26525
3427,1,26597
3435,1,26597
3443,1,26597
3451,1,26646
3459,1,26691
3467,1,26737
3475,1,26759
3483,1,26759
3491,1,26759
3499,1,26772
3507,1,26801
3515,1,26801
3523,1,26813
3531,1,26822
3539,1,26830
3547,1,26873
3555,1,26873
3563,1,26923
3571,1,26964
3579,1,26985
3587,1,26985
3595,1,26985
3603,1,27092
3611,1,27092
3619,1,27092
3627,1,27102
3635,1,27150
3643,1,27210
3651,1,27210
3659,1,27263
3667,1,27271
3675,1,27271
3683,1,27296
3691,1,27296
3699,1,27338
3707,1,27363
3715,1,27394
3723,1,27438
3731,1,27438
3739,1,27526
3747,1,27556
3755,1,27556
3763,1,27603
3771,1,27647
3779,1,27647
3787,1,27755
3795,1,27784
3803,1,27813
3811,1,27813
3819,1,27886
3827,1,27931
3835,1,27945
3843,1,27945
3851,1,27955
3859,1,27955
3867,1,28049
3875,1,28094
3883,1,28094
3891,1,28116
3899,1,28163
3907,1,28184
3915,1,28218
3923,1,28218
3931,1,28296
3939,1,28322
3947,1,28322
3955,1,28329
3963,1,28331
3971,1,28331
3979,1,28382
3987,1,28468
3995,1,28468
4003,1,28478
4011,1,28516
4019,1,28516
4027,1,28516
4035,1,28606
4043,1,28637
4051,1,28715
4059,1,28799
4067,1,28885
4075,1,28885
4083,1,28920
4091,1,28920
4099,1,28951
4107,1,28971
4115,1,28971
4123,1,29015
4131,1,29044
4139,1,29044
4147,1,29050
4155,1,29092
4163,1,29123
4171,1,29149
4179,1,29173
4187,1,29197
4195,1,29240
4203,1,29240
4211,1,29315
4219,1,29315
4227,1,29363
4235,1,29363
4243,1,29438
4251,1,29484
4259,1,29515
4267,1,29515
4275,1,29515
4283,1,29515
4291,1,29515
4299,1,29528
4307,1,29528
4315,1,29528
4323,1,29601
4331,1,29605
4339,1,29605
4347,1,29607
4355,1,29727
4363,1,29788
4371,1,29808
4379,1,29808
4387,1,29850
4395,1,29938
4403,1,29938
4411,1,30022
4419,1,30059
4427,1,30059
4435,1,30121
4443,1,30121
4451,1,30130
4459,1,30132
4467,1,30132
4475,1,30144
4483,1,30211
4491,1,30211
4499,1,30211
4507,1,30255
4515,1,30255
4523,1,30340
4531,1,30340
4539,1,30340
4547,1,30390
4555,1,30419
4563,1,30419
4571,1,30450
4579,1,30477
4587,1,30505
4595,1,30614
4603,1,30641
4611,1,30641
4619,1,30671
4627,1,30722
4635,1,30722
4643,1,30770
4651,1,30830
4659,1,30830
4667,1,30830
4675,1,30916
4683,1,30966
4691,1,30966
4699,1,31033
4707,1,31058
4715,1,31058
4723,1,31058
4731,1,31079
4739,1,31079
4747,1,31083
4755,1,31159
4763,1,31244
4771,1,31294
4779,1,31338
4787,1,31338
4795,1,31343
4803,1,31343
4811,1,31382
4819,1,31429
4827,1,31429
4835,1,31429
4843,1,31465
4851,1,31465
4859,1,31465
4867,1,31465
4875,1,31503
4883,1,31533
4891,1,31607
4899,1,31607
4907,1,31631
4915,1,31631
4923,1,31679
4931,1,31679
4939,1,31679
4947,1,31711
4955,1,31726
4963,1,31753
4971,1,31753
4979,1,31800
4987,1,31833
4995,1,31833
156,2,32282
180,2,32282
188,2,32320
196,2,32410
212,2,32450
220,2,32450
228,2,32481
236,2,32503
244,2,32602
252,2,32602
260,2,32649
268,2,32701
276,2,32764
284,2,32764
292,2,32764
300,2,32780
308,2,32835
316,2,32877
324,2,32898
332,2,33000
340,2,33000
348,2,33000
356,2,33029
364,2,33067
372,2,33099
380,2,33099
388,2,33111
396,2,33119
404,2,33125
412,2,33168
428,2,33168
436,2,33168
444,2,33180
452,2,33180
460,2,33195
468,2,33195
476,2,33247
484,2,33288
492,2,33344
500,2,33344
508,2,33372
516,2,33417
524,2,33417
532,2,33506
540,2,33521
548,2,33557
556,2,33557
564,2,33557
572,2,33571
580,2,33617
588,2,33619
596,2,33664
604,2,33704
612,2,33727
620,2,33768
628,2,33801
636,2,33828
644,2,33828
652,2,33828
660,2,33934
668,2,33934
676,2,33982
684,2,34128
692,2,34155
700,2,34155
708,2,34191
716,2,34191
724,2,34191
732,2,34201
740,2,34249
748,2,34295
756,2,34320
764,2,34403
772,2,34403
780,2,34403
788,2,34433
796,2,34476
804,2,34524
812,2,34535
820,2,34554
828,2,34554
836,2,34586
844,2,34659
852,2,34659
860,2,34672
868,2,34685
876,2,34685
884,2,34717
892,2,34717
900,2,34759
908,2,34759
916,2,34766
924,2,34785
932,2,34791
940,2,34834
948,2,34883
956,2,34951
964,2,34967
972,2,35011
980,2,35077
988,2,35098
996,2,35169
1004,2,35169
1012,2,35195
1020,2,35195
1028,2,35255
1036,2,35287
1044,2,35287
1052,2,35293
1060,2,35307
1068,2,35357
1076,2,35366
1084,2,35366
1092,2,35448
1100,2,35482
1108,2,35482
1116,2,35482
1124,2,35482
1132,2,35519
1140,2,35567
1148,2,35567
1156,2,35567
1164,2,35582
1172,2,35582
1180,2,35582
1188,2,35582
1196,2,35650
1212,2,35671
1220,2,35692
1228,2,35739
1236,2,35787
1244,2,35848
1252,2,35894
1260,2,35894
1268,2,36007
1276,2,36020
1284,2,36067
1292,2,36080
1300,2,36080
1308,2,36148
1316,2,36148
1324,2,36255
1332,2,36297
1340,2,36341
1348,2,36341
1356,2,36341
1364,2,36350
1372,2,36350
1380,2,36396
1388,2,36416
1396,2,36416
1404,2,36462
1412,2,36509
1420,2,36509
1428,2,36532
1436,2,36532
1444,2,36588
1452,2,36630
1460,2,36653
1468,2,36698
1476,2,36736
1484,2,36767
1492,2,36792
1500,2,36792
1508,2,36792
1516,2,36798
1524,2,36875
1532,2,36875
1540,2,36892
1548,2,36930
1556,2,36930
1564,2,36973
1572,2,36973
1580,2,36973
1588,2,36997
1596,2,37010
1604,2,37040
1612,2,37040
1620,2,37107
1628,2,37107
1636,2,37133
1644,2,37133
1652,2,37169
1660,2,37169
1668,2,37188
1676,2,37188
1684,2,37200
1692,2,37200
1700,2,37278
1708,2,37317
1716,2,37320
1724,2,37321
1732,2,37385
1740,2,37385
1748,2,37403
1756,2,37443
1764,2,37541
1772,2,37547
1780,2,37547
1788,2,37564
1796,2,37614
1804,2,37690
1812,2,37739
1820,2,37739
1828,2,37756
1836,2,37756
1844,2,37763
1852,2,37763
1860,2,37788
1868,2,37788
1876,2,37812
1884,2,37844
1892,2,37848
1900,2,37873
1908,2,37873
1916,2,37902
1924,2,37916
1932,2,37940
1940,2,38007
1948,2,38069
1956,2,38110
1964,2,38110
1972,2,38154
1980,2,38154
1988,2,38238
1996,2,38238
2004,2,38258
2012,2,38289
2020,2,38371
2028,2,38371
2036,2,38418
2044,2,38418
2052,2,38418
2060,2,38475
2068,2,38475
2076,2,38475
2084,2,38552
2092,2,38552
2100,2,38552
2108,2,38599
2116,2,38599
2124,2,38615
2132,2,38658
2140,2,38699
2148,2,38708
2156,2,38786
2164,2,38830
2172,2,38859
2180,2,38898
2188,2,38898
2196,2,38971
2204,2,38971
2212,2,39030
2220,2,39030
2228,2,39089
2236,2,39107
2244,2,39110
2252,2,39128
2260,2,39205
2268,2,39205
2276,2,39205
2284,2,39210
2292,2,39234
2300,2,39251
2308,2,39260
2316,2,39304
2324,2,39335
2332,2,39344
2340,2,39344
2348,2,39425
2356,2,39488
2364,2,39532
2372,2,39655
2380,2,39655
2388,2,39655
2396,2,39680
2404,2,39694
2412,2,39694
2420,2,39728
2428,2,39764
2436,2,39796
2444,2,39796
2452,2,39796
2460,2,39808
2468,2,39843
2476,2,39867
2484,2,39867
2492,2,39880
2500,2,39880
2508,2,39924
2516,2,39924
2524,2,39992
2532,2,40004
2540,2,40045
2548,2,40048
2556,2,40048
2564,2,40048
2572,2,40050
2580,2,40064
2588,2,40094
2596,2,40135
2604,2,40135
2612,2,40135
2620,2,40223
2628,2,40223
2636,2,40223
2644,2,40257
2652,2,40257
2660,2,40257
2668,2,40257
2676,2,40271
2684,2,40288
2692,2,40288
2700,2,40371
2708,2,40371
2716,2,40371
2724,2,40443
2732,2,40443
2740,2,40443
2748,2,40487
2756,2,40487
2764,2,40530
2772,2,40530
2780,2,40545
2788,2,40572
2796,2,40600
2804,2,40615
2812,2,40615
2820,2,40653
2828,2,40653
2836,2,40657
2844,2,40680
2852,2,40680
2860,2,40717
2868,2,40759
2876,2,40759
2884,2,40803
2892,2,40803
2900,2,40875
2908,2,40914
2916,2,40981
2924,2,41006
2932,2,41052
2940,2,41081
2948,2,41081
2956,2,41131
2964,2,41137
2972,2,41166
2980,2,41166
2988,2,41166
2996,2,41166
3004,2,41177
3012,2,41177
3020,2,41216
3028,2,41216
3036,2,41216
3044,2,41249
3052,2,41299
3060,2,41299
3068,2,41345
3076,2,41443
3084,2,41471
3092,2,41471
3100,2,41471
3108,2,41473
3116,2,41473
3124,2,41522
3132,2,41650
3140,2,41655
3148,2,41655
3156,2,41689
3164,2,41698
3172,2,41738
3180,2,41739
3188,2,41762
3196,2,41817
3204,2,41817
3212,2,41817
3220,2,41817
3228,2,41821
3236,2,41821
3244,2,41821
3252,2,41849
3260,2,41932
3268,2,41932
3276,2,42000
3284,2,42000
3292,2,42016
3300,2,42017
3308,2,42017
3316,2,42084
3324,2,42160
3332,2,42166
3340,2,42242
3348,2,42242
3356,2,42286
3364,2,42309
3372,2,42333
3380,2,42383
3388,2,42383
3396,2,42470
3404,2,42470
3412,2,42470
3420,2,42526
3428,2,42552
3436,2,42562
3444,2,42562
3452,2,42651
3460,2,42674
3468,2,42674
3476,2,42748
3484,2,42760
3492,2,42806
3500,2,42890
3508,2,42914
3516,2,42962
3524,2,42962
3532,2,43001
3540,2,43031
3548,2,43031
3556,2,43080
3564,2,43116
3572,2,43116
3580,2,43166
3588,2,43166
3596,2,43246
3604,2,43285
3612,2,43311
3620,2,43356
3628,2,43356
3636,2,43463
3644,2,43476
3652,2,43512
3660,2,43558
3668,2,43558
3676,2,43558
3684,2,43558
3692,2,43622
3700,2,43641
3708,2,43684
3716,2,43711
3724,2,43711
3732,2,43737
3740,2,43737
3748,2,43737
3756,2,43820
3764,2,43899
3772,2,43899
3780,2,43903
3788,2,43903
3796,2,43903
3804,2,43903
3812,2,43948
3820,2,43948
3828,2,43948
3836,2,44030
3844,2,44030
3852,2,44061
3860,2,44110
3868,2,44115
3876,2,44115
3884,2,44115
3892,2,44115
3900,2,44136
3908,2,44233
3916,2,44233
